Label,SMS,,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
Not spam,Only saturday and sunday holiday so its very difficult:),,,
Not spam,Everybody had fun this evening. Miss you.,,,
Not spam,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",,,
Not spam,"I'm in a meeting, call me later at",,,
Not spam,Oh wow thats gay. Will firmware update help,,,
Not spam,These won't do. Have to move on to morphine,,,
Not spam,How come i din c Ì_... Yup i cut my hair...,,,
Not spam,K k pa Had your lunch aha.,,,
Not spam,Oh ho. Is this the first time u use these type of words,,,
Not spam,Captain vijaykanth is doing comedy in captain tv..he is drunken :),,,
Not spam,Of course. I guess god's just got me on hold right now.,,,
Not spam,Do you hide anythiing or keeping distance from me,,,
Not spam,Havent.,,,
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,,,
Not spam,Sorry i din lock my keypad.,,,
Not spam,Did u got that persons story,,,
Not spam,Are you planning to come chennai?,,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
Not spam,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,,,
Not spam,We are okay. Going to sleep now. Later,,,
Not spam,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
Not spam,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
Not spam,Where r e meeting tmr?,,,
Not spam,Lol yes. But it will add some spice to your day.,,,
Not spam,Hope you are having a great day.,,,
Not spam,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
Not spam,"K, I'll work something out",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
Not spam,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,,,
Not spam,I cant pick the phone right now. Pls send a message,,,
Not spam,You call him and tell now infront of them. Call him now.,,,
Not spam,Ok no prob...,,,
Not spam,Ladies first and genus second k .,,,
Not spam,No. Yes please. Been swimming?,,,
Not spam,Mum not going robinson already.,,,
Not spam,Ok set let u noe e details later...,,,
Not spam,Not..tel software name..,,,
Not spam,I send the print  outs da.,,,
Not spam,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,,,
Not spam,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born", GOD said," \""OH No! COMPETITION\"". Who knew"," one day these two will become FREINDS FOREVER!"""
Not spam,"I didnt get ur full msg..sometext is missing, send it again",,,
Not spam,"Probably not, I'm almost out of gas and I get some cash tomorrow",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",,,
Not spam,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,,,
Not spam,I'm leaving my house now.,,,
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",,,
Not spam,ÌÏ ready then call me...,,,
Not spam,Wewa is 130. Iriver 255. All 128 mb.,,,
Not spam,It is a good thing I'm now getting the connection to bw,,,
Not spam,Sry da..jst nw only i came to home..,,,
Not spam,"That's cool he'll be here all night, lemme know when you're around",,,
Not spam,Are you staying in town ?,,,
Not spam,"Haha yeah, 2 oz is kind of a shitload",,,
Not spam,Ok u can take me shopping when u get paid =D,,,
Not spam,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
Not spam,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",,,
Not spam,But pls dont play in others life.,,,
Not spam,Eatin my lunch...,,,
Not spam,Hmmm.but you should give it on one day..,,,
Not spam,"Didn't try, g and I decided not to head out",,,
Not spam,Ok no prob,,,
Not spam,Surly ill give it to you:-) while coming to review.,,,
Not spam,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",,,
Not spam,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
Not spam,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,,,
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
Not spam,A guy who gets used but is too dumb to realize it.,,,
Not spam,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out.",,,
Not spam,Don no da:)whats you plan?,,,
Not spam,Yes fine ,,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
Not spam,I liked the new mobile,,,
Not spam,Anytime...,,,
Not spam,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,
Not spam,Yar but they say got some error.,,,
Not spam,Hey anyway i have to :-),,,
Not spam,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,,,
Not spam,Wif my family booking tour package.,,,
Not spam,"Did you say bold, then torch later. Or one torch and 2bold?",,,
Not spam,"Haha awesome, I might need to take you up on that, what you doin tonight?",,,
Not spam,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),,,
Not spam,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,,,
Not spam,Thats cool princess! I will cover your face in hot sticky cum :),,,
Not spam,Big brother‰Û÷s really scraped the barrel with this shower of social misfits,,,
Not spam,Oops i thk i dun haf enuff... I go check then tell Ì_..,,,
Not spam,S:)8 min to go for lunch:),,,
Not spam,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",,,
Not spam,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
Not spam,My uncles in Atlanta. Wish you guys a great semester.,,,
Not spam,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
Not spam,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,,,
Not spam,"Yup. Anything lor, if u dun wan it's ok...",,,
Not spam,"I'm home, my love ... If your still awake ... *loving kiss*",,,
Not spam,HELLO PEACH! MY CAKE TASTS LUSH!,,,
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",,,
Not spam,"There'll be a minor shindig at my place later tonight, you interested?",,,
Not spam,Jason says it's cool if we pick some up from his place in like an hour,,,
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",,,
Not spam,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,,,
Not spam,I've reached already.,,,
Not spam,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
Not spam,K:)eng rocking in ashes:),,,
Not spam,Wat time r Ì_ going to xin's hostel?,,,
Not spam,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
Not spam,Oh k:)after that placement there ah?,,,
Not spam,"Not for possession, especially not first offense",,,
Not spam,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",,,
Not spam,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
Not spam,We have pizza if u want,,,
Not spam,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",,,
Not spam,Many more happy returns of the day. I wish you happy birthday.,,,
Not spam,Ya very nice. . .be ready on thursday,,,
Not spam,I am in hospital da. . I will return home in evening,,,
Not spam,"\Thinking of u ;) x\""""",,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
Not spam,Orh i tot u say she now still dun believe.,,,
Not spam,"When you just put in the + sign, choose my number and the pin will show. Right?",,,
Not spam,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,,,
Not spam,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,
Not spam,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
Not spam,Well boy am I glad G wasted all night at applebees for nothing,,,
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
Not spam,Ok lor... Or u wan me go look 4 u?,,,
Not spam,U wan 2 haf lunch i'm in da canteen now.,,,
Not spam,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,,,
Not spam,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,,,
Not spam,I'm home. Doc gave me pain meds says everything is fine.,,,
Not spam,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),,,
Not spam,Me too! Have a lovely night xxx,,,
Not spam,Prepare to be pleasured :),,,
Not spam,Hi.:)technical support.providing assistance to us customer through call and email:),,,
Not spam,if you text on your way to cup stop that should work. And that should be BUS,,,
Not spam,Whens your radio show?,,,
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,,,
Not spam,I'm not sure if its still available though,,,
Not spam,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,,,
Not spam,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
Not spam,Hi..i got the money da:),,,
Not spam,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
Not spam,Ok then u tell me wat time u coming later lor.,,,
Not spam,U repeat e instructions again. Wat's e road name of ur house?,,,
Not spam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
Not spam,Quite lor. But dun tell him wait he get complacent...,,,
Not spam,Sorry completely forgot * will pop em round this week if your still here?,,,
Not spam,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
Not spam,O we cant see if we can join denis and mina? Or does denis want alone time,,,
